1, 1, 2, 1.99999999999999, 1, -1, 0.75, 0.25
2, -1.0, 2.0, 1.99999999999996, 0.0, 0.0, -0.4375, -0.9375
3, -1.0, 2.0, 1.9999999999998401, -1.0, -1.0, -0.80859375, -0.12109375
4, -1.0, 2.0, 1.9999999999993605, 0.0, 0.0, -0.3461761474609375, -0.9853363037109375
5, -1.0, 2.0, 1.999999999997442, -1.0, -1.0, -0.8801620749291033, -0.029112368589267135
6, -1.0, 2.0, 1.9999999999897682, 0.0, 0.0, -0.2253147218564956, -0.9991524699951226
7, -1.0, 2.0, 1.9999999999590727, -1.0, -1.0, -0.9492332761147301, -0.0016943417026455965
8, -1.0, 2.0, 1.999999999836291, 0.0, 0.0, -0.0989561875164966, -0.9999971292061947
9, -1.0, 2.0, 1.9999999993451638, -1.0, -1.0, -0.9902076729521999, -5.741579369278327e-6
10, -1.0, 2.0, 1.9999999973806553, 0.0, 0.0, -0.01948876442658909, -0.9999999999670343
11, -1.0, 2.0, 1.999999989522621, -1.0, -1.0, -0.999620188061125, -6.593148249578462e-11
12, -1.0, 2.0, 1.9999999580904841, 0.0, 0.0, -0.0007594796206411569, -1.0
13, -1.0, 2.0, 1.9999998323619383, -1.0, -1.0, -0.9999994231907058, 0.0
14, -1.0, 2.0, 1.9999993294477814, 0.0, 0.0, -1.1536182557003727e-6, -1.0
15, -1.0, 2.0, 1.9999973177915749, -1.0, -1.0, -0.9999999999986692, 0.0
16, -1.0, 2.0, 1.9999892711734937, 0.0, 0.0, -2.6616486792363503e-12, -1.0
17, -1.0, 2.0, 1.9999570848090826, -1.0, -1.0, -1.0, 0.0
18, -1.0, 2.0, 1.999828341078044, 0.0, 0.0, 0.0, -1.0
19, -1.0, 2.0, 1.9993133937789613, -1.0, -1.0, -1.0, 0.0
20, -1.0, 2.0, 1.9972540465439481, 0.0, 0.0, 0.0, -1.0
21, -1.0, 2.0, 1.9890237264361752, -1.0, -1.0, -1.0, 0.0
22, -1.0, 2.0, 1.9562153843260486, 0.0, 0.0, 0.0, -1.0
23, -1.0, 2.0, 1.82677862987391, -1.0, -1.0, -1.0, 0.0
24, -1.0, 2.0, 1.3371201625639997, 0.0, 0.0, 0.0, -1.0
25, -1.0, 2.0, -0.21210967086482313, -1.0, -1.0, -1.0, 0.0
26, -1.0, 2.0, -1.9550094875256163, 0.0, 0.0, 0.0, -1.0
27, -1.0, 2.0, 1.822062096315173, -1.0, -1.0, -1.0, 0.0
28, -1.0, 2.0, 1.319910282828443, 0.0, 0.0, 0.0, -1.0
29, -1.0, 2.0, -0.2578368452837396, -1.0, -1.0, -1.0, 0.0
30, -1.0, 2.0, -1.9335201612141288, 0.0, 0.0, 0.0, -1.0
31, -1.0, 2.0, 1.7385002138215109, -1.0, -1.0, -1.0, 0.0
32, -1.0, 2.0, 1.0223829934574389, 0.0, 0.0, 0.0, -1.0
33, -1.0, 2.0, -0.9547330146890065, -1.0, -1.0, -1.0, 0.0
34, -1.0, 2.0, -1.0884848706628412, 0.0, 0.0, 0.0, -1.0
35, -1.0, 2.0, -0.8152006863380978, -1.0, -1.0, -1.0, 0.0
36, -1.0, 2.0, -1.3354478409938944, 0.0, 0.0, 0.0, -1.0
37, -1.0, 2.0, -0.21657906398474625, -1.0, -1.0, -1.0, 0.0
38, -1.0, 2.0, -1.953093509043491, 0.0, 0.0, 0.0, -1.0
39, -1.0, 2.0, 1.8145742550678174, -1.0, -1.0, -1.0, 0.0
40, -1.0, 2.0, 1.2926797271549244, 0.0, 0.0, 0.0, -1.0
41, -1.0, 2.0, -0.3289791230026702, -1.0, -1.0, -1.0, 0.0
